chore_difficulty,zain_pts,jasmine_pts,justin_pts,chloe_pts,assigned_to
60.0,160.0,150.0,110.0,120.0,2
20.0,160.0,150.0,170.0,120.0,0
50.0,160.0,150.0,170.0,140.0,0
100.0,160.0,150.0,170.0,190.0,1
30.0,160.0,250.0,170.0,190.0,3
70.0,190.0,250.0,170.0,190.0,2
10.0,190.0,250.0,240.0,190.0,3
20.0,200.0,250.0,240.0,190.0,0
100.0,200.0,250.0,240.0,210.0,3
30.0,300.0,250.0,240.0,210.0,0
100.0,300.0,250.0,240.0,240.0,2
70.0,300.0,250.0,340.0,240.0,0
60.0,300.0,250.0,340.0,310.0,1
70.0,300.0,310.0,340.0,310.0,3
90.0,370.0,310.0,340.0,310.0,1
30.0,370.0,400.0,340.0,310.0,0
55.14473684210526,370.0,400.0,340.0,340.0,2
90.0,370.0,400.0,360.0,340.0,0
80.0,370.0,400.0,360.0,430.0,2
10.0,370.0,400.0,440.0,430.0,3
50.0,380.0,400.0,440.0,430.0,3
90.0,430.0,400.0,440.0,430.0,1
80.0,430.0,490.0,440.0,430.0,3
100.0,510.0,490.0,260.3263157894737,430.0,0
50.0,510.0,490.0,440.0,530.0,2
20.0,0.0,0.0,0.0,0.0,3
90.0,20.0,0.0,0.0,0.0,1
40.0,20.0,90.0,0.0,0.0,2
80.0,20.0,90.0,40.0,0.0,0
30.0,20.0,90.0,260.3263157894737,80.0,3
60.0,50.0,90.0,40.0,80.0,2
20.0,50.0,90.0,100.0,80.0,3
90.0,70.0,90.0,100.0,80.0,3
90.0,160.0,90.0,100.0,80.0,0
55.14473684210526,160.0,90.0,100.0,170.0,1
80.0,160.0,180.0,100.0,170.0,2
50.0,160.0,180.0,180.0,170.0,3
80.0,210.0,180.0,180.0,170.0,0
60.0,210.0,180.0,180.0,250.0,1
10.0,210.0,240.0,180.0,250.0,2
30.0,210.0,240.0,190.0,250.0,2
100.0,210.0,240.0,220.0,250.0,3
70.0,310.0,240.0,220.0,250.0,2
20.0,310.0,240.0,290.0,250.0,1
100.0,310.0,260.0,290.0,250.0,0
40.0,0.0,0.0,0.0,0.0,3
90.0,40.0,0.0,0.0,0.0,1
30.0,40.0,90.0,0.0,0.0,2
40.0,40.0,90.0,30.0,0.0,0
100.0,40.0,90.0,30.0,40.0,2
10.0,40.0,90.0,260.3263157894737,40.0,3
60.0,0.0,0.0,0.0,0.0,3
70.0,60.0,0.0,0.0,0.0,1
20.0,60.0,70.0,0.0,0.0,2
40.0,60.0,70.0,20.0,0.0,0
100.0,60.0,70.0,20.0,40.0,2
60.0,60.0,70.0,120.0,40.0,0
60.0,60.0,70.0,120.0,100.0,3
60.0,120.0,70.0,120.0,100.0,1
50.0,0.0,0.0,0.0,0.0,3
40.0,50.0,0.0,0.0,0.0,1
80.0,50.0,40.0,0.0,0.0,2
70.0,50.0,40.0,80.0,0.0,0
20.0,50.0,40.0,80.0,70.0,1
30.0,50.0,60.0,80.0,70.0,3
50.0,80.0,60.0,260.3263157894737,70.0,1
80.0,80.0,110.0,80.0,70.0,0
20.0,80.0,110.0,80.0,150.0,3
50.0,100.0,110.0,80.0,150.0,2
90.0,100.0,110.0,130.0,150.0,3
100.0,190.0,110.0,130.0,150.0,1
80.0,190.0,210.0,130.0,150.0,2
80.0,190.0,210.0,210.0,150.0,0
50.0,190.0,210.0,210.0,230.0,3
30.0,240.0,210.0,210.0,230.0,1
30.0,240.0,240.0,210.0,230.0,2
40.0,240.0,240.0,240.0,230.0,0
20.0,240.0,240.0,240.0,270.0,3
10.0,260.0,240.0,240.0,270.0,1
70.0,260.0,250.0,240.0,270.0,2
60.0,260.0,250.0,310.0,270.0,1
100.0,260.0,310.0,310.0,270.0,3
50.0,360.0,310.0,310.0,270.0,0
80.0,360.0,310.0,310.0,320.0,1
90.0,360.0,390.0,310.0,320.0,2
80.0,360.0,390.0,400.0,320.0,0
100.0,360.0,390.0,400.0,400.0,3
40.0,460.0,390.0,400.0,400.0,1
80.0,460.0,430.0,400.0,400.0,2
40.0,460.0,430.0,480.0,400.0,0
40.0,460.0,430.0,480.0,440.0,1
50.0,460.0,470.0,480.0,440.0,0
20.0,460.0,470.0,480.0,490.0,3
50.0,480.0,470.0,480.0,490.0,1
30.0,480.0,520.0,480.0,490.0,3
60.0,510.0,520.0,480.0,490.0,2
90.0,510.0,520.0,540.0,490.0,0
55.14473684210526,510.0,520.0,540.0,580.0,3
70.0,560.0,520.0,540.0,580.0,1
10.0,560.0,590.0,540.0,580.0,2
40.0,560.0,590.0,550.0,580.0,2
40.0,560.0,590.0,590.0,580.0,3
40.0,600.0,590.0,590.0,580.0,0
90.0,600.0,590.0,590.0,620.0,1
40.0,600.0,680.0,590.0,620.0,2
60.0,600.0,680.0,630.0,620.0,3
90.0,660.0,680.0,630.0,620.0,0
55.14473684210526,660.0,680.0,630.0,710.0,2
10.0,660.0,680.0,260.3263157894737,710.0,3
100.0,670.0,680.0,700.0,710.0,3
100.0,770.0,680.0,700.0,710.0,1
20.0,770.0,780.0,700.0,710.0,2
100.0,770.0,780.0,720.0,710.0,0
60.0,0.0,0.0,0.0,0.0,3
70.0,60.0,0.0,0.0,0.0,1
30.0,0.0,0.0,0.0,0.0,3
10.0,30.0,0.0,0.0,0.0,1
80.0,30.0,10.0,0.0,0.0,2
80.0,30.0,10.0,80.0,0.0,0
70.0,30.0,10.0,80.0,80.0,1
100.0,30.0,80.0,80.0,80.0,3
30.0,130.0,80.0,80.0,80.0,1
50.0,130.0,110.0,80.0,80.0,2
60.0,130.0,110.0,130.0,80.0,0
90.0,130.0,110.0,130.0,140.0,1
10.0,130.0,200.0,130.0,140.0,3
70.0,140.0,200.0,130.0,140.0,2
80.0,140.0,200.0,200.0,140.0,3
80.0,220.0,200.0,200.0,140.0,0
10.0,220.0,200.0,200.0,220.0,1
80.0,220.0,210.0,200.0,220.0,2
50.0,220.0,210.0,280.0,220.0,1
30.0,220.0,260.0,280.0,220.0,3
20.0,250.0,260.0,280.0,220.0,0
50.0,250.0,260.0,280.0,240.0,0
10.0,250.0,260.0,280.0,290.0,3
55.14473684210526,260.0,260.0,280.0,290.0,3
50.0,340.0,260.0,280.0,290.0,1
80.0,0.0,0.0,0.0,0.0,3
90.0,80.0,0.0,0.0,0.0,1
100.0,80.0,90.0,0.0,0.0,2
20.0,80.0,90.0,100.0,0.0,0
90.0,0.0,0.0,0.0,0.0,3
20.0,90.0,0.0,0.0,0.0,1
80.0,90.0,20.0,0.0,0.0,2
80.0,90.0,20.0,80.0,0.0,0
40.0,90.0,20.0,80.0,80.0,1
20.0,90.0,60.0,80.0,80.0,1
55.14473684210526,0.0,0.0,0.0,0.0,3
30.0,100.0,0.0,0.0,0.0,1
80.0,100.0,30.0,0.0,0.0,2
10.0,100.0,30.0,80.0,0.0,0
10.0,100.0,30.0,80.0,10.0,0
80.0,100.0,30.0,260.3263157894737,20.0,0
55.14473684210526,0.0,0.0,0.0,0.0,3
20.0,10.0,0.0,0.0,0.0,1
90.0,10.0,20.0,0.0,0.0,2
30.0,10.0,20.0,90.0,0.0,0
20.0,10.0,20.0,90.0,30.0,3
60.0,30.0,20.0,90.0,30.0,1
100.0,30.0,80.0,90.0,30.0,3
50.0,130.0,80.0,90.0,30.0,0
55.14473684210526,130.0,80.0,90.0,80.0,1
55.14473684210526,130.0,150.0,90.0,80.0,0
70.0,130.0,150.0,90.0,170.0,2
50.0,130.0,150.0,160.0,170.0,3
80.0,180.0,150.0,160.0,170.0,1
10.0,180.0,230.0,160.0,170.0,2
55.14473684210526,180.0,230.0,260.3263157894737,170.0,2
40.0,180.0,230.0,190.0,170.0,0
70.0,180.0,230.0,260.3263157894737,210.0,3
50.0,250.0,230.0,190.0,210.0,2
10.0,250.0,230.0,240.0,210.0,0
30.0,0.0,0.0,0.0,0.0,3
60.0,30.0,0.0,0.0,0.0,1
90.0,30.0,60.0,0.0,0.0,2
50.0,30.0,60.0,90.0,0.0,0
40.0,30.0,60.0,90.0,50.0,3
30.0,70.0,60.0,90.0,50.0,0
90.0,70.0,60.0,90.0,80.0,1
40.0,70.0,150.0,90.0,80.0,3
70.0,110.0,150.0,90.0,80.0,0
80.0,110.0,150.0,90.0,150.0,2
50.0,110.0,150.0,170.0,150.0,3
50.0,160.0,150.0,170.0,150.0,1
100.0,160.0,200.0,170.0,150.0,0
20.0,160.0,200.0,170.0,250.0,3
90.0,180.0,200.0,170.0,250.0,2
50.0,180.0,200.0,260.0,250.0,3
20.0,230.0,200.0,260.0,250.0,1
100.0,230.0,220.0,260.0,250.0,1
30.0,230.0,320.0,260.0,250.0,3
70.0,260.0,320.0,260.0,250.0,0
30.0,260.0,320.0,260.0,320.0,3
60.0,290.0,320.0,260.0,320.0,2
60.0,290.0,320.0,320.0,320.0,3
90.0,350.0,320.0,320.0,320.0,1
50.0,350.0,410.0,320.0,320.0,2
20.0,350.0,410.0,370.0,320.0,0
60.0,0.0,0.0,0.0,0.0,3
80.0,60.0,0.0,0.0,0.0,1
40.0,60.0,80.0,0.0,0.0,2
30.0,60.0,80.0,40.0,0.0,0
100.0,60.0,80.0,40.0,30.0,0
90.0,60.0,80.0,40.0,130.0,2
80.0,0.0,0.0,0.0,0.0,3
70.0,80.0,0.0,0.0,0.0,1
90.0,0.0,0.0,0.0,0.0,3
100.0,90.0,0.0,0.0,0.0,1
30.0,90.0,100.0,0.0,0.0,2
80.0,90.0,100.0,30.0,0.0,0
60.0,90.0,100.0,30.0,80.0,2
60.0,90.0,100.0,90.0,80.0,0
90.0,90.0,100.0,90.0,140.0,3
50.0,180.0,100.0,90.0,140.0,2
60.0,180.0,100.0,140.0,140.0,1
50.0,180.0,160.0,260.3263157894737,140.0,2
60.0,180.0,160.0,190.0,140.0,0
50.0,180.0,160.0,190.0,200.0,1
50.0,180.0,210.0,190.0,200.0,3
90.0,230.0,210.0,190.0,200.0,2
55.14473684210526,230.0,210.0,280.0,200.0,0
55.14473684210526,230.0,210.0,280.0,250.0,1
70.0,0.0,0.0,0.0,0.0,3
60.0,70.0,0.0,0.0,0.0,1
20.0,70.0,60.0,0.0,0.0,2
90.0,70.0,60.0,20.0,0.0,0
60.0,70.0,60.0,20.0,90.0,2
30.0,70.0,60.0,80.0,90.0,1
90.0,70.0,90.0,80.0,90.0,3
40.0,160.0,90.0,80.0,90.0,2
60.0,160.0,90.0,120.0,90.0,1
55.14473684210526,160.0,150.0,120.0,90.0,0
90.0,160.0,150.0,120.0,190.0,2
10.0,160.0,150.0,210.0,190.0,1
100.0,160.0,160.0,210.0,190.0,3
70.0,260.0,160.0,210.0,190.0,1
80.0,260.0,230.0,260.3263157894737,190.0,0
50.0,260.0,230.0,260.3263157894737,270.0,2
50.0,0.0,0.0,0.0,0.0,3
20.0,50.0,0.0,0.0,0.0,1
60.0,50.0,20.0,0.0,0.0,2
100.0,50.0,20.0,60.0,0.0,0
20.0,50.0,20.0,260.3263157894737,100.0,1
55.14473684210526,50.0,40.0,60.0,100.0,1
50.0,50.0,90.0,60.0,100.0,3
100.0,100.0,90.0,60.0,100.0,2
90.0,100.0,90.0,160.0,100.0,1
30.0,100.0,180.0,260.3263157894737,100.0,3
55.14473684210526,130.0,180.0,160.0,100.0,0
60.0,130.0,180.0,160.0,160.0,3
30.0,190.0,180.0,160.0,160.0,2
20.0,190.0,180.0,190.0,160.0,0
10.0,190.0,180.0,190.0,180.0,1
100.0,190.0,190.0,190.0,180.0,0
30.0,190.0,190.0,190.0,280.0,3
90.0,220.0,190.0,190.0,280.0,1
50.0,220.0,280.0,190.0,280.0,2
20.0,220.0,280.0,240.0,280.0,3
50.0,240.0,280.0,240.0,280.0,3
100.0,290.0,280.0,240.0,280.0,2
70.0,290.0,280.0,340.0,280.0,1
30.0,290.0,350.0,340.0,280.0,0
100.0,290.0,350.0,340.0,310.0,3
70.0,390.0,350.0,340.0,310.0,0
55.14473684210526,390.0,350.0,340.0,380.0,2
20.0,390.0,350.0,440.0,380.0,1
50.0,0.0,0.0,0.0,0.0,3
80.0,50.0,0.0,0.0,0.0,1
90.0,50.0,80.0,0.0,0.0,2
30.0,50.0,80.0,90.0,0.0,0
30.0,50.0,80.0,90.0,30.0,0
100.0,50.0,80.0,90.0,60.0,3
20.0,150.0,80.0,90.0,60.0,0
30.0,150.0,80.0,90.0,80.0,1
40.0,150.0,110.0,90.0,80.0,0
20.0,150.0,110.0,90.0,120.0,2
90.0,150.0,110.0,110.0,120.0,1
80.0,150.0,200.0,110.0,120.0,2
90.0,150.0,200.0,190.0,120.0,0
40.0,150.0,200.0,190.0,210.0,3
70.0,190.0,200.0,190.0,210.0,3
40.0,260.0,200.0,190.0,210.0,2
70.0,260.0,200.0,230.0,210.0,1
100.0,260.0,270.0,230.0,210.0,0
70.0,260.0,270.0,230.0,310.0,2
70.0,260.0,270.0,300.0,310.0,3
100.0,0.0,0.0,0.0,0.0,3
30.0,100.0,0.0,0.0,0.0,1
50.0,100.0,30.0,0.0,0.0,2
70.0,100.0,30.0,260.3263157894737,0.0,0
60.0,0.0,0.0,0.0,0.0,3
40.0,60.0,0.0,0.0,0.0,1
30.0,60.0,40.0,0.0,0.0,2
100.0,60.0,40.0,30.0,0.0,0
30.0,60.0,40.0,260.3263157894737,100.0,2
55.14473684210526,60.0,40.0,60.0,100.0,1
100.0,60.0,140.0,60.0,100.0,3
100.0,160.0,140.0,60.0,100.0,2
60.0,160.0,140.0,160.0,100.0,0
80.0,160.0,140.0,160.0,160.0,1
80.0,160.0,220.0,160.0,160.0,3
100.0,240.0,220.0,160.0,160.0,2
30.0,240.0,220.0,260.0,160.0,0
90.0,240.0,220.0,260.0,190.0,0
90.0,240.0,220.0,260.0,280.0,1
30.0,240.0,310.0,260.0,280.0,3
80.0,270.0,310.0,260.0,280.0,2
10.0,270.0,310.0,340.0,280.0,3
70.0,280.0,310.0,340.0,280.0,3
55.14473684210526,350.0,310.0,340.0,280.0,0
10.0,350.0,310.0,340.0,360.0,1
100.0,350.0,320.0,340.0,360.0,1
100.0,350.0,420.0,340.0,360.0,2
20.0,350.0,420.0,440.0,360.0,3
60.0,370.0,420.0,440.0,360.0,0
20.0,370.0,420.0,440.0,420.0,3
90.0,390.0,420.0,440.0,420.0,3
60.0,0.0,0.0,0.0,0.0,3
55.14473684210526,60.0,0.0,0.0,0.0,1
100.0,60.0,90.0,260.3263157894737,0.0,2
100.0,60.0,90.0,100.0,0.0,0
100.0,60.0,90.0,100.0,100.0,3
30.0,160.0,90.0,100.0,100.0,1
90.0,160.0,120.0,100.0,100.0,2
50.0,160.0,120.0,190.0,100.0,0
50.0,160.0,120.0,190.0,150.0,1
100.0,160.0,170.0,190.0,150.0,0
20.0,160.0,170.0,190.0,250.0,3
90.0,180.0,170.0,190.0,250.0,1
40.0,180.0,260.0,190.0,250.0,3
100.0,220.0,260.0,190.0,250.0,2
30.0,220.0,260.0,290.0,250.0,3
90.0,250.0,260.0,290.0,250.0,3
70.0,340.0,260.0,290.0,250.0,0
100.0,340.0,260.0,290.0,320.0,1
50.0,340.0,360.0,290.0,320.0,2
10.0,340.0,360.0,340.0,320.0,0
10.0,340.0,360.0,340.0,330.0,0
40.0,340.0,360.0,340.0,340.0,3
70.0,380.0,360.0,340.0,340.0,2
60.0,380.0,360.0,410.0,340.0,0
10.0,380.0,360.0,410.0,400.0,1
90.0,380.0,370.0,410.0,400.0,1
90.0,380.0,460.0,260.3263157894737,400.0,3
55.14473684210526,470.0,460.0,410.0,400.0,0
55.14473684210526,470.0,460.0,410.0,420.0,2
10.0,470.0,460.0,510.0,420.0,0
20.0,470.0,460.0,510.0,430.0,0
80.0,470.0,460.0,510.0,450.0,0
100.0,470.0,460.0,510.0,530.0,1
100.0,470.0,560.0,510.0,530.0,3
60.0,570.0,560.0,510.0,530.0,2
55.14473684210526,570.0,560.0,260.3263157894737,530.0,0
70.0,570.0,560.0,570.0,570.0,1
10.0,570.0,630.0,570.0,570.0,3
30.0,580.0,630.0,570.0,570.0,2
80.0,580.0,630.0,600.0,570.0,0
20.0,580.0,630.0,600.0,650.0,3
20.0,600.0,630.0,600.0,650.0,3
90.0,620.0,630.0,600.0,650.0,2
55.14473684210526,620.0,630.0,690.0,650.0,3
30.0,700.0,630.0,690.0,650.0,1
55.14473684210526,700.0,660.0,690.0,650.0,0
10.0,700.0,660.0,690.0,670.0,1
20.0,700.0,670.0,690.0,670.0,1
100.0,700.0,690.0,690.0,670.0,0
50.0,700.0,690.0,690.0,770.0,1
50.0,700.0,740.0,690.0,770.0,2
50.0,700.0,740.0,740.0,770.0,3
70.0,750.0,740.0,740.0,770.0,1
40.0,750.0,810.0,740.0,770.0,2
10.0,0.0,0.0,0.0,0.0,3
40.0,10.0,0.0,0.0,0.0,1
30.0,10.0,40.0,0.0,0.0,2
50.0,10.0,40.0,30.0,0.0,0
10.0,10.0,40.0,30.0,50.0,3
60.0,20.0,40.0,30.0,50.0,3
20.0,80.0,40.0,30.0,50.0,2
10.0,80.0,40.0,50.0,50.0,1
10.0,80.0,50.0,50.0,50.0,1
80.0,80.0,60.0,50.0,50.0,2
60.0,80.0,60.0,130.0,50.0,0
60.0,80.0,60.0,130.0,110.0,1
50.0,80.0,120.0,130.0,110.0,3
80.0,130.0,120.0,130.0,110.0,0
100.0,130.0,120.0,260.3263157894737,190.0,1
80.0,130.0,220.0,130.0,190.0,3
30.0,210.0,220.0,130.0,190.0,2
70.0,210.0,220.0,160.0,190.0,2
90.0,210.0,220.0,230.0,190.0,0
80.0,210.0,220.0,230.0,280.0,3
80.0,0.0,0.0,0.0,0.0,3
20.0,80.0,0.0,0.0,0.0,1
80.0,80.0,20.0,0.0,0.0,2
40.0,80.0,20.0,80.0,0.0,0
90.0,0.0,0.0,0.0,0.0,3
55.14473684210526,90.0,0.0,0.0,0.0,1
10.0,90.0,60.0,0.0,0.0,2
20.0,90.0,60.0,10.0,0.0,0
100.0,90.0,60.0,10.0,20.0,2
60.0,90.0,60.0,110.0,20.0,0
80.0,90.0,60.0,110.0,80.0,1
100.0,90.0,140.0,110.0,80.0,0
55.14473684210526,90.0,140.0,110.0,180.0,3
50.0,160.0,140.0,110.0,180.0,2
40.0,160.0,140.0,160.0,180.0,1
100.0,160.0,180.0,160.0,180.0,3
10.0,260.0,180.0,160.0,180.0,2
100.0,260.0,180.0,170.0,180.0,2
55.14473684210526,260.0,180.0,260.3263157894737,180.0,1
80.0,260.0,200.0,270.0,180.0,0
10.0,260.0,200.0,270.0,260.0,1
70.0,260.0,210.0,260.3263157894737,260.0,1
80.0,260.0,280.0,270.0,260.0,3
55.14473684210526,340.0,280.0,270.0,260.0,0
20.0,340.0,280.0,270.0,360.0,2
100.0,340.0,280.0,290.0,360.0,1
70.0,340.0,380.0,290.0,360.0,2
30.0,340.0,380.0,360.0,360.0,3
50.0,370.0,380.0,360.0,360.0,2
20.0,0.0,0.0,0.0,0.0,3
90.0,20.0,0.0,0.0,0.0,1
20.0,20.0,90.0,260.3263157894737,0.0,2
80.0,20.0,90.0,20.0,0.0,0
90.0,20.0,90.0,20.0,80.0,3
20.0,110.0,90.0,20.0,80.0,2
100.0,110.0,90.0,40.0,80.0,2
80.0,110.0,90.0,140.0,80.0,0
50.0,110.0,90.0,140.0,160.0,1
100.0,110.0,140.0,140.0,160.0,3
20.0,0.0,0.0,0.0,0.0,3
90.0,20.0,0.0,0.0,0.0,1
40.0,20.0,90.0,0.0,0.0,2
30.0,20.0,90.0,40.0,0.0,0
90.0,20.0,90.0,40.0,30.0,3
20.0,110.0,90.0,40.0,30.0,0
10.0,110.0,90.0,40.0,50.0,2
10.0,110.0,90.0,50.0,50.0,2
20.0,110.0,90.0,60.0,50.0,0
10.0,110.0,90.0,60.0,70.0,2
10.0,110.0,90.0,70.0,70.0,2
100.0,110.0,90.0,80.0,70.0,0
50.0,0.0,0.0,0.0,0.0,3
60.0,50.0,0.0,0.0,0.0,1
80.0,50.0,60.0,0.0,0.0,2
90.0,50.0,60.0,260.3263157894737,0.0,0
90.0,50.0,60.0,80.0,90.0,3
30.0,140.0,60.0,80.0,90.0,1
40.0,140.0,90.0,80.0,90.0,2
80.0,140.0,90.0,120.0,90.0,1
60.0,140.0,170.0,120.0,90.0,0
20.0,140.0,170.0,260.3263157894737,150.0,2
70.0,140.0,170.0,140.0,150.0,3
20.0,210.0,170.0,140.0,150.0,2
10.0,210.0,170.0,160.0,150.0,0
70.0,210.0,170.0,160.0,160.0,2
10.0,210.0,170.0,230.0,160.0,0
10.0,210.0,170.0,230.0,170.0,1
55.14473684210526,210.0,180.0,230.0,170.0,0
50.0,210.0,180.0,230.0,250.0,1
55.14473684210526,210.0,230.0,230.0,250.0,3
30.0,270.0,230.0,230.0,250.0,1
30.0,270.0,260.0,230.0,250.0,2
100.0,270.0,260.0,260.0,250.0,0
80.0,270.0,260.0,260.0,350.0,1
50.0,270.0,340.0,260.0,350.0,2
10.0,270.0,340.0,310.0,350.0,3
60.0,280.0,340.0,310.0,350.0,3
40.0,340.0,340.0,310.0,350.0,2
80.0,340.0,340.0,350.0,350.0,3
20.0,420.0,340.0,350.0,350.0,1
70.0,420.0,360.0,350.0,350.0,2
60.0,420.0,360.0,420.0,350.0,0
55.14473684210526,420.0,360.0,420.0,410.0,1
80.0,420.0,430.0,420.0,410.0,0
80.0,420.0,430.0,420.0,490.0,3
40.0,500.0,430.0,420.0,490.0,2
80.0,500.0,430.0,460.0,490.0,1
40.0,0.0,0.0,0.0,0.0,3
50.0,40.0,0.0,0.0,0.0,1
50.0,40.0,50.0,0.0,0.0,2
10.0,40.0,50.0,50.0,0.0,0
80.0,40.0,50.0,50.0,10.0,0
80.0,40.0,50.0,50.0,90.0,3
20.0,0.0,0.0,0.0,0.0,3
20.0,20.0,0.0,0.0,0.0,1
100.0,20.0,20.0,0.0,0.0,2
80.0,20.0,20.0,100.0,0.0,0
90.0,20.0,20.0,100.0,80.0,3
20.0,110.0,20.0,100.0,80.0,1
70.0,110.0,40.0,100.0,80.0,1
100.0,110.0,110.0,100.0,80.0,0
30.0,110.0,110.0,260.3263157894737,180.0,2
60.0,110.0,110.0,260.3263157894737,180.0,3
10.0,170.0,110.0,130.0,180.0,1
100.0,170.0,120.0,130.0,180.0,1
70.0,170.0,220.0,130.0,180.0,2
30.0,170.0,220.0,200.0,180.0,3
80.0,200.0,220.0,200.0,180.0,0
20.0,200.0,220.0,200.0,260.0,3
80.0,220.0,220.0,200.0,260.0,2
100.0,220.0,220.0,280.0,260.0,3
100.0,320.0,220.0,280.0,260.0,1
70.0,320.0,320.0,280.0,260.0,0
90.0,320.0,320.0,280.0,330.0,2
60.0,320.0,320.0,370.0,330.0,3
80.0,380.0,320.0,370.0,330.0,1
10.0,380.0,400.0,370.0,330.0,0
20.0,380.0,400.0,370.0,340.0,0
70.0,380.0,400.0,370.0,360.0,0
30.0,380.0,400.0,370.0,430.0,2
20.0,380.0,400.0,400.0,430.0,3
50.0,400.0,400.0,260.3263157894737,430.0,3
90.0,450.0,400.0,400.0,430.0,1
100.0,450.0,490.0,400.0,430.0,2
80.0,450.0,490.0,500.0,430.0,0
80.0,450.0,490.0,500.0,510.0,3
100.0,530.0,490.0,500.0,510.0,1
80.0,530.0,590.0,500.0,510.0,2
90.0,530.0,590.0,580.0,510.0,0
70.0,530.0,590.0,580.0,600.0,3
40.0,600.0,590.0,580.0,600.0,2
70.0,600.0,590.0,620.0,600.0,1
90.0,600.0,660.0,620.0,600.0,3
70.0,690.0,660.0,260.3263157894737,600.0,0
80.0,690.0,660.0,620.0,670.0,2
80.0,690.0,660.0,700.0,670.0,1
100.0,690.0,740.0,700.0,670.0,0
10.0,690.0,740.0,700.0,770.0,3
10.0,700.0,740.0,700.0,770.0,3
70.0,710.0,740.0,700.0,770.0,2
100.0,710.0,740.0,770.0,770.0,3
30.0,810.0,740.0,770.0,770.0,1
50.0,810.0,770.0,770.0,770.0,1
10.0,810.0,820.0,770.0,770.0,2
20.0,810.0,820.0,780.0,770.0,0
10.0,810.0,820.0,780.0,790.0,2
70.0,810.0,820.0,790.0,790.0,2
50.0,810.0,820.0,860.0,790.0,0
50.0,810.0,820.0,860.0,840.0,3
70.0,860.0,820.0,860.0,840.0,1
55.14473684210526,860.0,890.0,860.0,840.0,0
20.0,860.0,890.0,860.0,880.0,3
50.0,880.0,890.0,860.0,880.0,2
30.0,880.0,890.0,910.0,880.0,3
50.0,910.0,890.0,910.0,880.0,0
80.0,910.0,890.0,910.0,930.0,1
20.0,910.0,970.0,910.0,930.0,3
70.0,930.0,970.0,910.0,930.0,2
20.0,930.0,970.0,980.0,930.0,3
90.0,950.0,970.0,980.0,930.0,0
10.0,950.0,970.0,980.0,1020.0,3
80.0,960.0,970.0,980.0,1020.0,3
70.0,1040.0,970.0,980.0,1020.0,1
20.0,1040.0,1040.0,980.0,1020.0,2
40.0,1040.0,1040.0,1000.0,1020.0,2
70.0,1040.0,1040.0,1040.0,1020.0,0
50.0,0.0,0.0,0.0,0.0,3
40.0,50.0,0.0,0.0,0.0,1
40.0,50.0,40.0,260.3263157894737,0.0,2
100.0,50.0,40.0,40.0,0.0,0
80.0,50.0,40.0,40.0,100.0,1
55.14473684210526,50.0,120.0,40.0,100.0,2
60.0,50.0,120.0,120.0,100.0,3
100.0,110.0,120.0,120.0,100.0,0
50.0,110.0,120.0,260.3263157894737,200.0,3
55.14473684210526,160.0,120.0,120.0,200.0,1
60.0,160.0,220.0,120.0,200.0,2
50.0,160.0,220.0,180.0,200.0,3
40.0,210.0,220.0,260.3263157894737,200.0,2
60.0,210.0,220.0,220.0,200.0,0
100.0,210.0,220.0,220.0,260.0,3
40.0,310.0,220.0,220.0,260.0,1
100.0,310.0,260.0,220.0,260.0,2
70.0,310.0,260.0,320.0,260.0,1
80.0,0.0,0.0,0.0,0.0,3
50.0,80.0,0.0,0.0,0.0,1
50.0,80.0,50.0,0.0,0.0,2
70.0,80.0,50.0,50.0,0.0,0
100.0,80.0,50.0,50.0,70.0,1
10.0,80.0,150.0,50.0,70.0,2
80.0,80.0,150.0,60.0,70.0,2
55.14473684210526,80.0,150.0,140.0,70.0,0
10.0,80.0,150.0,140.0,150.0,3
70.0,90.0,150.0,140.0,150.0,3
40.0,160.0,150.0,140.0,150.0,2
60.0,160.0,150.0,260.3263157894737,150.0,1
55.14473684210526,160.0,210.0,180.0,150.0,0
70.0,160.0,210.0,180.0,170.0,3
40.0,230.0,210.0,180.0,170.0,0
90.0,230.0,210.0,180.0,210.0,2
10.0,230.0,210.0,270.0,210.0,1
100.0,230.0,220.0,270.0,210.0,0
50.0,230.0,220.0,270.0,310.0,1
10.0,0.0,0.0,0.0,0.0,3
40.0,10.0,0.0,0.0,0.0,1
40.0,10.0,40.0,0.0,0.0,2
50.0,10.0,40.0,40.0,0.0,0
80.0,10.0,40.0,40.0,50.0,3
90.0,90.0,40.0,40.0,50.0,1
20.0,90.0,130.0,40.0,50.0,2
70.0,90.0,130.0,60.0,50.0,0
50.0,90.0,130.0,60.0,120.0,2
60.0,90.0,130.0,110.0,120.0,3
30.0,0.0,0.0,0.0,0.0,3
40.0,30.0,0.0,0.0,0.0,1
50.0,30.0,40.0,0.0,0.0,2
80.0,30.0,40.0,50.0,0.0,0
20.0,30.0,40.0,260.3263157894737,80.0,3
40.0,50.0,40.0,50.0,80.0,1
90.0,50.0,80.0,50.0,80.0,3
60.0,140.0,80.0,50.0,80.0,2
55.14473684210526,140.0,80.0,110.0,80.0,1
50.0,140.0,100.0,110.0,80.0,0
70.0,140.0,100.0,110.0,130.0,1
90.0,0.0,0.0,0.0,0.0,3
40.0,90.0,0.0,0.0,0.0,1
100.0,90.0,40.0,0.0,0.0,2
60.0,90.0,40.0,100.0,0.0,0
40.0,90.0,40.0,100.0,60.0,1
